current pwr_bound is 1e-3
cfgFile=sz.config
[SZ] Reading SZ configuration file (sz.config) ...
point count: 200
pwrLength=7
pwrErrBoundBytes_size=14
pw_relBoundRatio=0.001000
hit: 146
miss: 52
length of statenum:65536
nodecount=139
treeByteSize=974
enCodeSize=93
-------insight of tdps
dataLength=200
exactDataNum=54
realPrecision=0.000130
medianValue=0.000000
reqLength=33
quantization_intervals=20000
pwrErrBoundBytes_size=14
radExpo=5
-----------------------
timecost, 0.004110, seconds
done
input file size: 1600
output file size: 880
sz compression ratio, 1.82 
timecost, 0.003773, second
done
Max absolute error = 0.0011562924419479259086
Max relative error = 1.8455086136039217863E-05
Max pw_relative err = 0.0004948358300272277235
../model_comparison/inputdata/sample_1/dpot.dat, ../model_comparison/inputdata/sample_1/dpot.dat.sz.out, 200
size of double: 8
23.957938, 23.957932, -0.000006
19.005464, 19.005463, -0.000001
15.129578, 15.129608, 0.000030
13.942798, 13.942795, -0.000003
21.114800, 21.114792, -0.000008
26.844454, 26.844452, -0.000002
25.489711, 25.489700, -0.000011
15.975573, 15.975571, -0.000002
4.200978, 4.200977, -0.000001
-0.846317, -0.846317, 0.000000
0.056320, 0.056320, -0.000000
4.626726, 4.626724, -0.000002
8.275639, 8.275612, -0.000027
8.645885, 8.645882, -0.000003
17.827505, 17.827499, -0.000006
15.906043, 15.906036, -0.000006
11.986595, 11.986588, -0.000007
18.843442, 18.843430, -0.000012
23.427606, 23.427597, -0.000009
18.570897, 18.570892, -0.000005
7.696510, 7.696507, -0.000004
-3.649180, -3.649147, 0.000033
-9.470068, -9.470062, 0.000005
-3.931292, -3.931292, 0.000001
5.668281, 5.668278, -0.000003
10.279816, 10.279816, -0.000000
12.512501, 12.512497, -0.000004
11.411174, 11.411171, -0.000003
10.606985, 10.606987, 0.000002
3.910485, 3.910484, -0.000000
-1.658773, -1.658772, 0.000000
-4.915693, -4.915691, 0.000002
0.608344, 0.608396, 0.000052
10.036365, 10.035925, -0.000440
13.722022, 13.721938, -0.000084
12.802157, 12.801750, -0.000407
12.195212, 12.194673, -0.000540
10.089100, 10.089304, 0.000204
6.696036, 6.695544, -0.000492
8.734661, 8.734829, 0.000168
-35.049113, -35.048828, 0.000285
-26.807732, -26.807617, 0.000114
-17.350439, -17.349915, 0.000524
-15.225516, -15.225952, -0.000437
-16.349438, -16.349060, 0.000378
-15.288187, -15.288513, -0.000326
-9.246283, -9.246033, 0.000250
-2.015062, -2.014893, 0.000170
2.318994, 2.319397, 0.000403
8.305806, 8.306213, 0.000407
14.598953, 14.599182, 0.000229
17.819700, 17.820190, 0.000490
20.872868, 20.873047, 0.000179
23.709320, 23.709045, -0.000275
25.429809, 25.429443, -0.000366
25.652523, 25.652710, 0.000187
20.369930, 20.369873, -0.000057
10.064223, 10.064514, 0.000292
-2.963694, -2.963745, -0.000051
-11.706230, -11.705872, 0.000358
-8.815550, -8.815430, 0.000120
1.378874, 1.378601, -0.000273
9.093111, 9.093262, 0.000150
12.916797, 12.917236, 0.000440
13.786839, 13.786377, -0.000462
6.406220, 6.405640, -0.000581
-3.417610, -3.417358, 0.000252
-10.254709, -10.255371, -0.000662
-14.300468, -14.300903, -0.000435
-17.048917, -17.049927, -0.001009
-22.190442, -22.190186, 0.000257
-27.814338, -27.815186, -0.000848
-25.313574, -25.313232, 0.000342
-13.819012, -13.819214, -0.000202
-1.190860, -1.191040, -0.000180
9.100066, 9.099243, -0.000822
17.261425, 17.260376, -0.001049
23.933062, 23.932495, -0.000567
24.308705, 24.307617, -0.001088
17.528412, 17.527588, -0.000824
17.251817, 17.250977, -0.000841
12.122854, 12.122314, -0.000539
14.918037, 14.918823, 0.000787
15.813167, 15.813477, 0.000310
7.154867, 7.154785, -0.000082
-3.662633, -3.663208, -0.000575
-8.074283, -8.075195, -0.000912
-9.579892, -9.578735, 0.001156
-12.451606, -12.450684, 0.000923
-13.845287, -13.845215, 0.000072
-11.664481, -11.663330, 0.001151
-8.837279, -8.836670, 0.000609
-3.382438, -3.382202, 0.000236
-1.718998, -1.719849, -0.000851
-5.446100, -5.445312, 0.000787
-3.921386, -3.922119, -0.000733
-2.455360, -2.455360, -0.000000
-4.256649, -4.256647, 0.000001
-1.737894, -1.737894, 0.000000
3.898045, 3.898045, -0.000001
8.513165, 8.513165, -0.000001
6.953656, 6.953655, -0.000001
5.137418, 5.137413, -0.000005
7.449734, 7.449732, -0.000002
6.574352, 6.574350, -0.000001
6.574556, 6.574554, -0.000001
7.990852, 7.990850, -0.000001
8.387083, 8.387081, -0.000002
8.223053, 8.223049, -0.000004
5.185255, 5.185255, -0.000000
0.025702, 0.025702, -0.000000
-9.629237, -9.629234, 0.000003
-19.547851, -19.547846, 0.000004
-20.105893, -20.105888, 0.000004
-25.348393, -25.348389, 0.000005
-35.397658, -35.397644, 0.000014
-35.809951, -35.809937, 0.000015
-27.575132, -27.575127, 0.000006
-10.260149, -10.260147, 0.000002
8.855208, 8.855206, -0.000003
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
23.957932, 0.000000, -23.957932
19.005463, 0.000000, -19.005463
15.129608, 0.000000, -15.129608
13.942795, 0.000000, -13.942795
21.114792, 0.000000, -21.114792
26.844452, 0.000000, -26.844452
25.489700, 0.000000, -25.489700
15.975571, 0.000000, -15.975571
4.200977, 0.000000, -4.200977
-0.846317, 0.000000, 0.846317
0.056320, 0.000000, -0.056320
4.626724, 0.000000, -4.626724
8.275612, 0.000000, -8.275612
8.645882, 0.000000, -8.645882
17.827499, 0.000000, -17.827499
15.906036, 0.000000, -15.906036
11.986588, 0.000000, -11.986588
18.843430, 0.000000, -18.843430
23.427597, 0.000000, -23.427597
18.570892, 0.000000, -18.570892
7.696507, 0.000000, -7.696507
-3.649147, 0.000000, 3.649147
-9.470062, 0.000000, 9.470062
-3.931292, 0.000000, 3.931292
5.668278, 0.000000, -5.668278
10.279816, 0.000000, -10.279816
12.512497, 0.000000, -12.512497
11.411171, 0.000000, -11.411171
10.606987, 0.000000, -10.606987
3.910484, 0.000000, -3.910484
-1.658772, 0.000000, 1.658772
-4.915691, 0.000000, 4.915691
0.608396, 0.000000, -0.608396
10.035925, 0.000000, -10.035925
13.721938, 0.000000, -13.721938
12.801750, 0.000000, -12.801750
12.194673, 0.000000, -12.194673
10.089304, 0.000000, -10.089304
6.695544, 0.000000, -6.695544
8.734829, 0.000000, -8.734829
-35.048828, 0.000000, 35.048828
-26.807617, 0.000000, 26.807617
-17.349915, 0.000000, 17.349915
-15.225952, 0.000000, 15.225952
-16.349060, 0.000000, 16.349060
-15.288513, 0.000000, 15.288513
-9.246033, 0.000000, 9.246033
-2.014893, 0.000000, 2.014893
2.319397, 0.000000, -2.319397
8.306213, 0.000000, -8.306213
14.599182, 0.000000, -14.599182
17.820190, 0.000000, -17.820190
20.873047, 0.000000, -20.873047
23.709045, 0.000000, -23.709045
25.429443, 0.000000, -25.429443
25.652710, 0.000000, -25.652710
20.369873, 0.000000, -20.369873
10.064514, 0.000000, -10.064514
-2.963745, 0.000000, 2.963745
-11.705872, 0.000000, 11.705872
-8.815430, 0.000000, 8.815430
1.378601, 0.000000, -1.378601
9.093262, 0.000000, -9.093262
12.917236, 0.000000, -12.917236
13.786377, 0.000000, -13.786377
6.405640, 0.000000, -6.405640
-3.417358, 0.000000, 3.417358
-10.255371, 0.000000, 10.255371
-14.300903, 0.000000, 14.300903
-17.049927, 0.000000, 17.049927
-22.190186, 0.000000, 22.190186
-27.815186, 0.000000, 27.815186
-25.313232, 0.000000, 25.313232
-13.819214, 0.000000, 13.819214
-1.191040, 0.000000, 1.191040
9.099243, 0.000000, -9.099243
17.260376, 0.000000, -17.260376
23.932495, 0.000000, -23.932495
24.307617, 0.000000, -24.307617
17.527588, 0.000000, -17.527588
17.250977, 0.000000, -17.250977
12.122314, 0.000000, -12.122314
14.918823, 0.000000, -14.918823
15.813477, 0.000000, -15.813477
7.154785, 0.000000, -7.154785
-3.663208, 0.000000, 3.663208
-8.075195, 0.000000, 8.075195
-9.578735, 0.000000, 9.578735
-12.450684, 0.000000, 12.450684
-13.845215, 0.000000, 13.845215
-11.663330, 0.000000, 11.663330
-8.836670, 0.000000, 8.836670
-3.382202, 0.000000, 3.382202
-1.719849, 0.000000, 1.719849
-5.445312, 0.000000, 5.445312
-3.922119, 0.000000, 3.922119
-2.455360, 0.000000, 2.455360
-4.256647, 0.000000, 4.256647
-1.737894, 0.000000, 1.737894
3.898045, 0.000000, -3.898045
8.513165, 0.000000, -8.513165
6.953655, 0.000000, -6.953655
5.137413, 0.000000, -5.137413
7.449732, 0.000000, -7.449732
6.574350, 0.000000, -6.574350
6.574554, 0.000000, -6.574554
7.990850, 0.000000, -7.990850
8.387081, 0.000000, -8.387081
8.223049, 0.000000, -8.223049
5.185255, 0.000000, -5.185255
0.025702, 0.000000, -0.025702
-9.629234, 0.000000, 9.629234
-19.547846, 0.000000, 19.547846
-20.105888, 0.000000, 20.105888
-25.348389, 0.000000, 25.348389
-35.397644, 0.000000, 35.397644
-35.809937, 0.000000, 35.809937
-27.575127, 0.000000, 27.575127
-10.260147, 0.000000, 10.260147
8.855206, 0.000000, -8.855206
0.135879, 0.000000, -0.135879
0.135879, 0.000000, -0.135879
