current pwr_bound is 5e-3
cfgFile=sz.config
[SZ] Reading SZ configuration file (sz.config) ...
point count: 97104
pwrLength=3035
pwrErrBoundBytes_size=6070
pw_relBoundRatio=0.005000
hit: 97102
miss: 0
length of statenum:65536
nodecount=111
treeByteSize=778
enCodeSize=32047
-------insight of tdps
dataLength=97104
exactDataNum=2
realPrecision=1.437500
medianValue=0.000000
reqLength=20
quantization_intervals=20000
pwrErrBoundBytes_size=6070
radExpo=8
-----------------------
timecost, 0.008487, seconds
done
input file size: 776832
output file size: 24173
sz compression ratio, 32.14 
timecost, 0.005527, second
done
Max absolute error = 1.499755859375
Max relative error = 0.026660098928366446347
Max pw_relative err = 0.0049906968024282811341
../model_comparison/inputdata/original/yf17_t.dat, ../model_comparison/inputdata/original/yf17_t.dat.sz.out, 97104
size of double: 8
301.298004, 301.000000, -0.298004
306.568451, 306.000000, -0.568451
309.038055, 308.000000, -1.038055
312.648041, 313.000000, 0.351959
302.829193, 303.000000, 0.170807
303.789124, 305.000000, 1.210876
301.030945, 301.000000, -0.030945
303.574188, 303.000000, -0.574188
307.937744, 308.000000, 0.062256
337.658691, 337.000000, -0.658691
307.555298, 309.000000, 1.444702
307.511200, 308.000000, 0.488800
321.376312, 322.000000, 0.623688
316.638977, 318.000000, 1.361023
329.334839, 329.000000, -0.334839
351.395935, 352.000000, 0.604065
321.494049, 321.000000, -0.494049
304.805511, 305.000000, 0.194489
302.792633, 304.000000, 1.207367
303.236786, 303.000000, -0.236786
305.502106, 305.000000, -0.502106
305.263702, 304.000000, -1.263702
304.527710, 306.000000, 1.472290
304.968872, 305.000000, 0.031128
306.678131, 307.000000, 0.321869
305.432892, 306.000000, 0.567108
322.018494, 323.000000, 0.981506
302.618866, 304.000000, 1.381134
313.168488, 312.000000, -1.168488
313.534149, 314.000000, 0.465851
321.196777, 322.000000, 0.803223
319.570984, 321.000000, 1.429016
321.185944, 320.000000, -1.185944
302.128479, 301.750000, -0.378479
321.200165, 320.875000, -0.325165
298.558258, 299.750000, 1.191742
301.570282, 301.625000, 0.054718
300.179932, 300.625000, 0.445068
303.251801, 302.500000, -0.751801
307.438080, 307.250000, -0.188080
302.960083, 303.375000, 0.414917
302.105133, 302.375000, 0.269867
306.666931, 307.125000, 0.458069
302.570129, 303.250000, 0.679871
314.224670, 313.750000, -0.474670
308.211700, 307.000000, -1.211700
307.955170, 308.875000, 0.919830
300.001770, 299.250000, -0.751770
300.001556, 301.125000, 1.123444
299.997223, 300.125000, 0.127777
299.997589, 299.125000, -0.872589
300.001831, 301.000000, 0.998169
300.001678, 300.000000, -0.001678
299.997894, 299.000000, -0.997894
299.997375, 300.875000, 0.877625
301.132538, 299.875000, -1.257538
301.065186, 301.750000, 0.684814
301.044250, 300.750000, -0.294250
301.114258, 299.750000, -1.364258
301.162170, 301.625000, 0.462830
301.249451, 300.625000, -0.624451
301.363739, 302.500000, 1.136261
301.502869, 301.500000, -0.002869
301.647858, 300.500000, -1.147858
301.808502, 302.500000, 0.691498
302.103973, 301.500000, -0.603973
302.449432, 303.500000, 1.050568
302.789520, 302.500000, -0.289520
303.352631, 304.500000, 1.147369
304.020416, 303.500000, -0.520416
304.969513, 305.500000, 0.530487
306.182770, 307.500000, 1.317230
307.385406, 306.500000, -0.885406
308.575989, 308.500000, -0.075989
310.634918, 310.500000, -0.134918
311.537048, 312.500000, 0.962952
311.048157, 311.500000, 0.451843
309.059387, 310.500000, 1.440613
309.344513, 309.500000, 0.155487
313.130402, 314.500000, 1.369598
314.142670, 313.500000, -0.642670
313.640564, 312.500000, -1.140564
312.940399, 311.500000, -1.440399
311.858429, 310.500000, -1.358429
310.752106, 309.500000, -1.252106
309.794952, 308.500000, -1.294952
308.816376, 307.500000, -1.316376
308.059998, 309.500000, 1.440002
307.451996, 308.500000, 1.048004
306.817444, 307.500000, 0.682556
306.446625, 306.500000, 0.053375
306.186249, 305.500000, -0.686249
305.605682, 304.500000, -1.105682
305.613434, 306.500000, 0.886566
305.733032, 305.500000, -0.233032
305.351471, 304.500000, -0.851471
304.902405, 303.500000, -1.402405
305.171234, 305.500000, 0.328766
305.920349, 304.500000, -1.420349
306.718445, 306.500000, -0.218445
311.976746, 311.500000, -0.476746
311.121521, 310.500000, -0.621521
310.190491, 309.500000, -0.690491
309.296143, 308.500000, -0.796143
308.489471, 307.500000, -0.989471
307.738953, 306.500000, -1.238953
307.055969, 308.500000, 1.444031
306.425262, 307.500000, 1.074738
305.838867, 306.500000, 0.661133
305.297791, 305.500000, 0.202209
304.818542, 304.500000, -0.318542
304.382568, 303.500000, -0.882568
303.989655, 302.500000, -1.489655
303.639282, 304.500000, 0.860718
303.328125, 303.500000, 0.171875
303.057251, 302.500000, -0.557251
302.815613, 301.500000, -1.315613
302.601471, 303.500000, 0.898529
302.418274, 302.500000, 0.081726
302.263580, 301.500000, -0.763580
302.132111, 303.500000, 1.367889
302.020325, 302.500000, 0.479675
301.913788, 301.500000, -0.413788
301.820404, 300.500000, -1.320404
301.710175, 302.500000, 0.789825
301.554443, 301.500000, -0.054443
301.404388, 300.500000, -0.904388
301.402252, 302.500000, 1.097748
301.517883, 301.625000, 0.107117
301.642548, 300.750000, -0.892548
301.863373, 302.750000, 0.886627
302.140350, 301.875000, -0.265350
302.415833, 301.000000, -1.415833
302.826111, 303.000000, 0.173889
301.461121, 302.125000, 0.663879
300.888641, 301.250000, 0.361359
300.936371, 300.375000, -0.561371
310.954895, 311.000000, 0.045105
311.510468, 310.125000, -1.385468
311.056732, 312.125000, 1.068268
309.443939, 308.375000, -1.068939
307.297241, 307.500000, 0.202759
304.583801, 303.750000, -0.833801
301.297791, 300.000000, -1.297791
298.439117, 299.125000, 0.685883
296.532867, 295.375000, -1.157867
295.388885, 294.500000, -0.888885
295.626129, 296.500000, 0.873871
296.324524, 295.625000, -0.699524
298.241211, 297.625000, -0.616211
299.784668, 299.625000, -0.159668
300.694763, 301.625000, 0.930237
301.065887, 300.750000, -0.315887
301.662262, 302.750000, 1.087738
303.710602, 304.750000, 1.039398
305.455994, 306.750000, 1.294006
307.924805, 308.750000, 0.825195
303.644684, 305.000000, 1.355316
303.687256, 304.125000, 0.437744
303.725555, 303.250000, -0.475555
303.658539, 302.375000, -1.283539
303.552856, 304.500000, 0.947144
303.531525, 303.625000, 0.093475
303.541077, 302.750000, -0.791077
303.422943, 304.875000, 1.452057
303.337402, 304.000000, 0.662598
303.291840, 303.125000, -0.166840
303.315491, 302.250000, -1.065491
303.315735, 304.375000, 1.059265
303.277527, 303.500000, 0.222473
303.249451, 302.625000, -0.624451
303.182800, 301.750000, -1.432800
303.213501, 303.875000, 0.661499
303.285583, 303.000000, -0.285583
303.332733, 302.125000, -1.207733
303.365723, 304.250000, 0.884277
303.440094, 303.375000, -0.065094
303.524353, 302.500000, -1.024353
303.656586, 304.625000, 0.968414
303.724396, 303.750000, 0.025604
303.825684, 302.875000, -0.950684
303.933136, 305.000000, 1.066864
304.125122, 304.125000, -0.000122
304.216278, 303.250000, -0.966278
304.381012, 305.375000, 0.993988
304.474670, 304.500000, 0.025330
304.654724, 303.625000, -1.029724
304.818268, 305.750000, 0.931732
305.028259, 304.875000, -0.153259
305.100647, 304.000000, -1.100647
305.198364, 306.125000, 0.926636
305.386383, 305.250000, -0.136383
305.638458, 304.375000, -1.263458
305.768005, 306.500000, 0.731995
305.846863, 305.625000, -0.221863
306.070831, 304.750000, -1.320831
306.253540, 306.875000, 0.621460
306.518494, 306.000000, -0.518494
306.735962, 308.125000, 1.389038
306.890656, 307.250000, 0.359344
307.257385, 306.375000, -0.882385
307.313995, 308.500000, 1.186005
307.822235, 307.625000, -0.197235
305.137329, 303.750000, -1.387329
303.671478, 302.875000, -0.796478
302.652588, 302.000000, -0.652588
301.787872, 301.125000, -0.662872
301.266754, 300.250000, -1.016754
303.930603, 305.375000, 1.444397
304.118073, 304.500000, 0.381927
304.110199, 303.625000, -0.485199
304.013000, 302.750000, -1.263000
303.871918, 304.875000, 1.003082
303.752625, 304.000000, 0.247375
303.298615, 303.125000, -0.173615
302.996185, 302.250000, -0.746185
302.642853, 301.375000, -1.267853
301.964691, 300.500000, -1.464691
301.668182, 302.625000, 0.956818
301.457794, 301.750000, 0.292206
301.071930, 300.875000, -0.196930
300.794830, 300.000000, -0.794830
300.688965, 302.125000, 1.436035
300.671570, 301.250000, 0.578430
300.690308, 300.375000, -0.315308
300.668610, 299.500000, -1.168610
300.981354, 301.625000, 0.643646
301.153442, 300.750000, -0.403442
301.177551, 299.875000, -1.302551
301.266571, 302.000000, 0.733429
301.270142, 301.125000, -0.145142
318.841248, 318.250000, -0.591248
306.971375, 308.375000, 1.403625
302.678345, 301.500000, -1.178345
302.190521, 303.625000, 1.434479
303.139954, 302.750000, -0.389954
304.174530, 304.875000, 0.700470
305.198364, 304.000000, -1.198364
305.958649, 306.125000, 0.166351
306.701935, 305.250000, -1.451935
307.440186, 307.375000, -0.065186
308.099731, 309.500000, 1.400269
308.532867, 308.625000, 0.092133
308.640900, 307.750000, -0.890900
308.520538, 309.875000, 1.354462
308.298248, 309.000000, 0.701752
308.108063, 308.125000, 0.016937
307.939880, 307.250000, -0.689880
307.784637, 306.375000, -1.409637
307.646973, 308.500000, 0.853027
307.517456, 307.625000, 0.107544
307.435944, 306.750000, -0.685944
307.679962, 308.875000, 1.195038
307.621552, 308.000000, 0.378448
307.644440, 307.125000, -0.519440
307.652191, 306.250000, -1.402191
307.581207, 308.375000, 0.793793
307.508179, 307.500000, -0.008179
316.670135, 315.625000, -1.045135
310.108887, 308.750000, -1.358887
303.488953, 304.875000, 1.386047
300.465454, 301.000000, 0.534546
300.396545, 300.125000, -0.271545
301.527985, 302.250000, 0.722015
302.551178, 301.375000, -1.176178
303.669434, 303.500000, -0.169434
304.703369, 305.625000, 0.921631
305.672394, 304.750000, -0.922394
306.594727, 306.875000, 0.280273
307.152405, 306.000000, -1.152405
307.465088, 308.125000, 0.659912
307.433807, 307.250000, -0.183807
307.352875, 306.375000, -0.977875
307.287628, 308.500000, 1.212372
307.254913, 307.625000, 0.370087
307.212555, 306.750000, -0.462555
307.426361, 308.875000, 1.448639
327.115173, 326.000000, -1.115173
317.969055, 319.125000, 1.155945
318.655579, 318.250000, -0.405579
319.796478, 320.375000, 0.578522
321.719177, 322.500000, 0.780823
324.031006, 324.625000, 0.593994
327.345428, 326.750000, -0.595428
331.101166, 331.875000, 0.773834
344.426025, 343.000000, -1.426025
349.353577, 348.125000, -1.228577
350.777557, 350.250000, -0.527557
351.382935, 352.375000, 0.992065
323.888214, 324.500000, 0.611786
325.950348, 326.625000, 0.674652
329.335724, 328.750000, -0.585724
334.966003, 333.875000, -1.091003
342.074280, 342.000000, -0.074280
349.430603, 350.125000, 0.694397
319.320709, 319.250000, -0.070709
320.986267, 321.375000, 0.388733
321.840302, 320.500000, -1.340302
322.028778, 322.625000, 0.596222
301.045410, 300.750000, -0.295410
301.237366, 299.875000, -1.362366
301.361938, 302.000000, 0.638062
301.343872, 301.125000, -0.218872
301.419983, 300.250000, -1.169983
301.593475, 302.375000, 0.781525
301.797882, 301.500000, -0.297882
302.378723, 303.625000, 1.246277
303.027435, 302.750000, -0.277435
303.641724, 304.875000, 1.233276
304.267059, 304.000000, -0.267059
304.198303, 303.125000, -1.073303
303.808258, 305.250000, 1.441742
303.091705, 304.375000, 1.283295
302.632843, 303.500000, 0.867157
302.252228, 302.625000, 0.372772
301.593719, 301.750000, 0.156281
302.079773, 300.875000, -1.204773
302.660797, 303.000000, 0.339203
303.190796, 302.125000, -1.065796
303.475159, 304.250000, 0.774841
303.530426, 303.375000, -0.155426
303.449585, 302.500000, -0.949585
303.493530, 304.625000, 1.131470
303.578186, 303.750000, 0.171814
303.804382, 302.875000, -0.929382
304.091614, 305.000000, 0.908386
304.257080, 304.125000, -0.132080
304.587128, 303.250000, -1.337128
304.978851, 305.375000, 0.396149
305.215942, 304.500000, -0.715942
305.364319, 306.625000, 1.260681
305.692413, 305.750000, 0.057587
305.960114, 304.875000, -1.085114
306.320221, 307.000000, 0.679779
306.957672, 306.125000, -0.832672
307.829376, 308.250000, 0.420624
308.855560, 307.375000, -1.480560
310.154419, 309.500000, -0.654419
312.133728, 311.625000, -0.508728
317.003876, 316.750000, -0.253876
330.799530, 330.875000, 0.075470
330.645050, 330.000000, -0.645050
327.123352, 326.125000, -0.998352
330.231232, 331.250000, 1.018768
330.211151, 330.375000, 0.163849
333.168274, 332.500000, -0.668274
337.605743, 337.625000, 0.019257
305.410736, 306.750000, 1.339264
305.877533, 305.875000, -0.002533
306.121246, 305.000000, -1.121246
306.338867, 307.125000, 0.786133
306.386963, 306.250000, -0.136963
306.349030, 305.375000, -0.974030
307.249023, 307.500000, 0.250977
307.441559, 306.625000, -0.816559
307.114014, 305.750000, -1.364014
306.587799, 307.875000, 1.287201
305.870941, 307.000000, 1.129059
305.079956, 306.125000, 1.045044
304.592712, 305.250000, 0.657288
304.563965, 304.375000, -0.188965
304.759491, 303.500000, -1.259491
305.450897, 305.625000, 0.174103
303.069733, 301.750000, -1.319733
304.393188, 303.875000, -0.518188
304.800110, 306.000000, 1.199890
304.783936, 305.125000, 0.341064
304.633392, 304.250000, -0.383392
305.654266, 306.375000, 0.720734
306.331543, 305.500000, -0.831543
306.185394, 307.625000, 1.439606
305.830078, 306.750000, 0.919922
305.193573, 305.875000, 0.681427
304.706940, 305.000000, 0.293060
304.671326, 304.125000, -0.546326
304.795959, 306.250000, 1.454041
304.331757, 305.375000, 1.043243
304.185455, 304.500000, 0.314545
303.778137, 303.625000, -0.153137
303.527832, 302.750000, -0.777832
303.357239, 301.875000, -1.482239
303.653198, 304.000000, 0.346802
303.858307, 303.125000, -0.733307
304.033356, 305.250000, 1.216644
304.321289, 304.375000, 0.053711
304.659546, 303.500000, -1.159546
305.030884, 305.625000, 0.594116
305.545013, 304.750000, -0.795013
305.427185, 306.875000, 1.447815
305.308197, 306.000000, 0.691803
304.605713, 305.125000, 0.519287
304.613892, 304.250000, -0.363892
304.730377, 303.375000, -1.355377
305.256256, 305.500000, 0.243744
305.588440, 304.625000, -0.963440
305.881348, 306.750000, 0.868652
306.193695, 305.875000, -0.318695
306.408539, 305.000000, -1.408539
306.660248, 307.125000, 0.464752
307.041016, 306.250000, -0.791016
305.679047, 305.375000, -0.304047
305.546112, 304.500000, -1.046112
305.685181, 306.625000, 0.939819
305.788605, 305.750000, -0.038605
306.091492, 304.875000, -1.216492
306.375122, 307.000000, 0.624878
306.605133, 306.125000, -0.480133
304.741486, 305.250000, 0.508514
315.373932, 316.375000, 1.001068
314.498871, 315.500000, 1.001129
312.658020, 311.625000, -1.033020
311.184540, 310.750000, -0.434540
309.992706, 309.875000, -0.117706
309.008270, 309.000000, -0.008270
308.168549, 308.125000, -0.043549
307.450012, 307.250000, -0.200012
306.848267, 306.375000, -0.473267
306.332367, 305.500000, -0.832367
305.934296, 304.625000, -1.309296
305.678833, 306.750000, 1.071167
305.516327, 305.875000, 0.358673
305.380859, 305.000000, -0.380859
305.326294, 304.125000, -1.201294
305.303833, 306.250000, 0.946167
305.217407, 305.375000, 0.157593
305.142700, 304.500000, -0.642700
305.049316, 303.625000, -1.424316
304.929901, 305.750000, 0.820099
304.779541, 304.875000, 0.095459
304.591675, 304.000000, -0.591675
304.351837, 303.125000, -1.226837
304.050079, 305.250000, 1.199921
303.693665, 304.375000, 0.681335
303.294922, 303.500000, 0.205078
302.759430, 302.625000, -0.134430
314.070007, 313.750000, -0.320007
313.219360, 312.875000, -0.344360
314.513245, 315.000000, 0.486755
315.250977, 314.125000, -1.125977
316.978577, 316.250000, -0.728577
313.306702, 312.375000, -0.931702
305.961090, 305.500000, -0.461090
306.118866, 304.625000, -1.493866
306.145630, 306.750000, 0.604370
305.994202, 305.875000, -0.119202
305.698700, 305.000000, -0.698700
305.153229, 304.125000, -1.028229
304.395050, 303.250000, -1.145050
303.494354, 302.375000, -1.119354
302.499115, 301.500000, -0.999115
301.597107, 300.625000, -0.972107
300.764648, 299.750000, -1.014648
300.061401, 298.875000, -1.186401
299.622192, 300.875000, 1.252808
299.532501, 300.000000, 0.467499
299.826843, 299.125000, -0.701843
300.851349, 301.125000, 0.273651
301.887909, 303.125000, 1.237091
302.555023, 302.250000, -0.305023
303.370453, 304.250000, 0.879547
303.591644, 303.375000, -0.216644
303.509338, 302.500000, -1.009338
